FactType,Param1,Param2,I,O,data,label
exchange,bbe3d60c-3027-4697-9a8c-c8c9e3adb775,9b4d3075-32fd-47a7-ba2d-ea51831f3d92,,,,Service Stored State
exchange,0bd34514-a858-4945-9b96-116e3761009d,9329cea3-1798-4c24-a4cb-3bd6434f95f2,,,,Service Deactivation Command
exchange,fe5b214d-6777-4d19-8ad2-19c0fcd32768,6707ddc0-0c12-4545-a1d4-1dabb4989c8b,,,,Service Interruption Command
exchange,9855a1d4-52de-4ed5-83d5-4aac50f911d1,e3e49f00-1931-4afb-9030-234c5407b5e0,,,,Service Interruption Command
exchange,7b084f05-ff4e-4875-89dd-7d4acd4a7e23,d0efd2e1-ab41-4e83-99d3-d698866ceffe,,,,Passenger VOD Service Activation
exchange,defdafc3-a332-459b-9fb4-2d74b96abaaa,e6f08431-9dfa-4e3e-aec1-8b9fe47c016a,,,,VOD Movie Status
exchange,1572986c-3e6d-4878-b8a0-2bc0ec91895b,1d0ff53e-3f71-4c14-a286-b63d22d7df14,,,,IFE Operating Profile
exchange,dddc9323-3db5-49ab-b33b-6cf9224d5a9f,03979293-d07a-478c-968c-0fe7bbcd966a,,,,Service Interruption Command
exchange,9d60ec03-c1fd-4896-a3f7-8d40d57d0f6f,20fd8d77-8da5-47d8-b6af-a16137714a3d,,,,Audio Interruption Notification
exchange,34d2a18b-7914-4179-9f28-eaa8d336c2d4,63825566-e6a7-44cc-ab37-7034996e11e3,,,,Audio Stream
exchange,e4803d1c-acf1-4636-a2a6-596bd8cae78e,07879f4c-8a30-4a30-8841-f95026b08038,,,,Displayed Imposed Video Description
exchange,d73de0eb-4983-46ed-bd95-5da115e73afd,3eb92176-428c-4705-a971-e64bca911ff5,,,,Played Audio Video
exchange,bd1b2809-5faf-43bf-99d5-5a643e6cf532,a8e9d027-e37b-42b7-be68-27e315957e78,,,,VOD Service Selection
exchange,862f4165-14c9-4d04-906e-c9741036eb7b,96cf2cf1-b207-4fc7-932a-8c05c51fbca5,,,,VOD Movie Play Selection
exchange,e6686dbe-8882-45e4-954e-8eaaf0ba280b,72849d55-1089-4e07-9e6e-4b52dd81c2c5,,,,Media Files
exchange,13de6a3f-caf1-4911-b7b1-a6e79b7d9391,4cf75134-953a-4974-aa78-64114562f296,,,,Displayed Movies List
exchange,b9efef88-cc1e-4671-9429-4795ac4c9222,34180189-9aaf-4c20-a861-49999b5bf55d,,,,Audio Signal
exchange,288ffb0d-824c-4a3e-81a6-6c876d3fd2d1,dce66cba-3052-487c-833c-99c441efbdf0,,,,Passenger Service Authorization Profile
exchange,ecda097d-75b7-49d1-b8c1-478838e7b118,d8fbff1d-471e-4f69-a865-dae9d719314a,,,,Displayed Passenger Services List
exchange,a6da5908-6f0a-49ae-8a3c-cac9e98ac061,4b72d40d-642d-4fe0-8d00-c31b2fe5357e,,,,Displayed Available Languages
exchange,8f53e64f-7adb-43ea-840e-2f342e3d64c7,ca1f7ca3-706c-4dfb-a3d1-48e6bc674786,,,,Displayed Movie Description
exchange,95bb8c38-d66f-4a9c-b183-45d97f4b1d14,60a91a7a-4d67-4ca5-b1e8-85ea7505733e,,,,VOD Movie Stop Selection
exchange,869c781f-a34e-467d-9c98-46f50f205184,1932ce43-8838-46f3-aa5a-9523f628819f,,,,Media IDs
exchange,b14afffd-bd85-45a2-9171-a1bfe16c5156,cdec05b4-0557-4886-9e1a-15ad02cc7a32,,,,Media Content Request
exchange,44c2e3b2-4101-4b82-829d-65555dc1445c,240cda30-7e66-482d-99db-a6a9da88ca28,,,,Imposed Video Data
exchange,f60cd39f-7a54-4dd6-a6e6-ee6371590571,88c29017-b590-47cc-94b0-fcb14dea71b9,,,,Media Content Request
exchange,b068d566-02e1-482f-874a-94eb7d4a2590,95898321-035b-463c-a16d-5504346c9210,,,,VOD Movies List
exchange,9d8b9685-beb6-456b-b5af-03df09a23454,ca1f9e4b-721e-403c-bac2-4459af1b31a9,,,,VOD Movie Data
exchange,0bffc6a4-3a9b-404e-9b17-86da28903a3e,1f79b2c9-775c-48ba-a916-a23e656ed695,,,,Displayed Imposed Videos List
exchange,7ccdb518-cc72-4dc1-982e-6e8f6b5444d0,abf8e721-bd5e-43bc-8c63-38dbdae8c212,,,,VOD Movie Language Selection Command
exchange,493a03ee-d29a-40f1-b2f9-607f0f5e7f52,d30b9c62-fa66-49e6-87ba-55b985aab025,,,,VOD Movie Selection Command
exchange,a7b597c9-ff1d-4d4a-94df-97177da442af,d98eee35-a6ff-40b3-a54e-f9b56e7c8236,,,,Digital Media
exchange,23fb7577-0354-449f-9f9e-f24889245a5d,1248b6cf-fd44-41bc-8998-686fd51188c1,,,,Played Video
exchange,7961b385-49cd-4078-94f7-5ed8d27bd55e,fafaf529-2bce-48b2-b14c-78b23cbe485e,,,,Audio Stream
exchange,3254bd59-7213-4e7a-bd0d-dde4cbdeede9,34180189-9aaf-4c20-a861-49999b5bf55d,,,,Audio Signal
exchange,561c119c-6849-4b24-bb9d-4ddb87141c81,ffd82b3f-37fd-418a-899f-c1cdafc7c237,,,,VOD Movie Stop Selection
exchange,28c1db11-b237-48ac-b482-c4187e0963d5,2edaee8c-1d76-4292-826b-6b3366fff7ff,,,,VOD Movie Play Selection
exchange,44a464a9-a66c-48f5-b9d0-306aa27ab84f,24843551-9aa6-477f-84ef-f0440eacd0d3,,,,VOD Movie Pause Selection
exchange,76b5100c-5027-4754-bf67-7812dc35b8ba,9a9325f8-f8c5-43e1-90f8-5d9f16c24ab3,,,,VOD Movie Language Selection
exchange,cddcd8f3-4976-49e3-b291-9f755f8c0126,7301615b-612e-41c9-a2b1-bbaa6306ebe4,,,,VOD Movie Selection
exchange,ec3eefa6-91dd-4251-9f3c-b41820c59b14,05679dee-1c1b-4ce8-b71d-924b76f2cd43,,,,VOD Movie Resume Selection
exchange,7e9d8a6b-7bb6-47c2-8f29-7237dc306243,8b443b08-c0a5-4148-9d09-e72842ca1297,,,,Displayed Imposed Video Playing Status
exchange,79656cbc-9576-4f85-b3f7-60f2cfa8bbdd,2c3ab7c8-c3e7-4422-947a-40e7ed879df1,,,,Displayed Audio Interruption Screen
exchange,f4eeb86b-cab4-4b4f-b4bc-b1481aa3d029,c16e6c8f-a0b0-4cb3-b748-f2785b450814,,,,Power Consumption Cap
exchange,b400e0fd-1692-4749-9489-823b35cf598a,08d1a082-bf7f-41ac-bd51-e8f1201bf7f9,,,,Decompression Notificaton
exchange,f5eef474-f4e0-4de2-bbd2-feeb9a3275c8,11392ffc-fb07-4dbf-b2fb-901cfd933a4d,,,,Audio Stream
exchange,8a0fcdfa-df41-4e4a-8603-4cc7d3de7242,f2d30d4d-56a8-4d65-be3a-ed1ffd82447f,,,,Imposed Video Play Selection
exchange,fc1343d0-1c4a-460e-baed-d628d4a0f5db,2ce011ab-c48e-4a04-a14e-5051f5ac1a1d,,,,Imposed Video Pause Selection
exchange,2562a10c-7532-4db2-a012-9e7f3717c570,09867250-647d-463f-ab1a-c18abb9ac9d4,,,,Imposed Video Stop Selection
exchange,021e8ded-b63c-4372-a6f1-c58a3618e6ab,f2501b6b-2582-400b-82f0-cbd3eb49ea7b,,,,Imposed Video List
exchange,72394ee8-41aa-4c15-bd12-d5b79404b713,ab15ab40-c207-4e07-9598-66bcf61cce5b,,,,Imposed Video Selection
exchange,ae96b3e7-7b7f-4e7b-9fd3-17c3063550f2,17bdd689-0c10-4e37-9b3c-1cc7dbf27f32,,,,Imposed Video Play Selection
exchange,93681c76-0714-44ae-b4a9-f792992b735b,1d8a444a-af01-46f6-b387-6f5f054d4f2d,,,,Imposed Video Pause Selection
exchange,9e1b1d99-8a13-48a4-82a2-126491d36629,483c1cc2-acf2-4947-85c7-430734bfeebe,,,,Imposed Video Stop Selection
exchange,668df250-eb8b-48b5-9e3f-d9cc1fe75974,957f3549-5aa2-48a0-93a3-df74cbe8c694,,,,Audio Signal
exchange,a4a24937-7365-4018-8951-9aeb80e8d835,8a4862f6-3229-4eae-80db-0f324420cb6d,,,,Passenger Homepage Selection
exchange,3cbe9710-4013-434d-b004-9a9907adc06d,feccacfa-08ae-4427-a36c-c7807b98db03,,,,Digital Media
exchange,f0c1cbdc-5fe6-44e9-a691-1d5b540a8e51,f189007a-281e-4466-839f-2fd3ea91be1a,,,,Network Configuration
exchange,f0c1cbdc-5fe6-44e9-a691-1d5b540a8e51,b66ca5bd-d104-4b16-b258-934b108edf6f,,,,Network Configuration
exchange,0ced1a83-7e58-4db2-87b9-223756fcfed6,42376149-712d-40da-bf42-6866cc21efbb,,,,Network Test Sequences
exchange,cdf5f18d-9a3b-43c4-9ba7-d1fb5eb01e0d,b66ca5bd-d104-4b16-b258-934b108edf6f,,,,Network Configuration
exchange,cf123dcb-5d86-47fa-9dbb-e6670495bfdb,b66ca5bd-d104-4b16-b258-934b108edf6f,,,,Network Configuration
exchange,cf123dcb-5d86-47fa-9dbb-e6670495bfdb,f189007a-281e-4466-839f-2fd3ea91be1a,,,,Network Configuration
exchange,cdf5f18d-9a3b-43c4-9ba7-d1fb5eb01e0d,f189007a-281e-4466-839f-2fd3ea91be1a,,,,Network Configuration
exchange,78736f13-8b41-4119-b0b4-48e733598c85,42376149-712d-40da-bf42-6866cc21efbb,,,,Network Test Sequences
exchange,765f7870-ec06-4de1-9c46-a9633fbbb52a,42376149-712d-40da-bf42-6866cc21efbb,,,,Network Test Sequences
exchange,b0d84ad2-0697-46e1-b45b-8a9ad2914682,bd32bf10-37a9-46a7-b40a-c8391429ee2b,,,,VOD Movie Control Command
exchange,29d6e9d1-8f9e-4421-8640-eaa28f937f7a,a614a705-30d7-4355-bc38-47d9136fa94b,,,,Imposed Video Control Command
exchange,909fe395-29fd-4e41-93c3-ce4933f9fbe8,5888ab23-f353-4fea-b149-dc7b867940c4,,,,Broadcast Data
exchange,701ca6d0-4009-4061-b3c1-4bfdafbdd9c0,667cbf1f-5d7d-4ee7-8394-410f63d6627e,,,,Audio Video Packets
exchange,0ae12d46-c4e2-47f1-a894-ecb7c6e15206,d2ea59a5-33c9-4a19-bd1f-81721fe9840e,,,,Video Packets
exchange,6012d367-0ebf-4a90-9fe0-bf5256d6e349,e4bdc2e5-6e4c-452c-ae2a-0facd2b131ac,,,,Video Data Packet
exchange,c64da8d7-6985-4d1d-8c04-624dfb385634,834c7563-4422-4eff-aba8-4de93ee6bfb9,,,,Audio Packets
exchange,3905e1b7-3687-48d5-a13e-4f550c01ae49,24479f69-5171-40af-84c5-0521a6ba332e,,,,Imposed Video Status
exchange,93584b75-90af-4ae3-8cf3-9d114e29bc51,d4a397ea-4348-44fc-a60e-997d7f7d1961,,,,Played Video
exchange,32c90801-f18f-4067-a354-0bb22f3ae0fc,8eb0fb9c-64e4-494e-a0f3-eaa739ccb52e,,,,Packetized Video Packets
exchange,5e3392bd-1086-43f4-b9a1-9c47f61fbad9,f1ab914e-8ef1-4be7-a94e-7092f7ed29fa,,,,Packetized Audio Stream
exchange,38d41706-b9a0-4d6b-91a7-3dedb565a7c7,7937467b-0cea-4eee-ae99-bf47dee40f04,,,,Decoded Audio Stream
exchange,7f56627e-14f4-45fb-b6c4-31102daba398,e76ea700-5b88-4258-bdf6-7a93e9c6a2f0,,,,Video Frames
exchange,d6abeae3-1f3a-46cf-b1be-d3228e01e0f5,431e58cb-8de2-4055-af5c-286817c5c2b5,,,,Sync Metadata
exchange,197398b6-59ff-42a0-998b-0b9ef44987e3,bd57e760-35e5-4c58-adf5-0049f2e2789e,,,,Sync Metadata
exchange,86ca74ab-c628-43de-9e7a-4afa683b212e,66fd91f4-d4c3-4361-b7f3-41ad633f9049,,,,Packetized Video Stream
exchange,b7ac512d-2708-4140-9d4c-184a8ade1e30,72f5118e-f1a9-4699-a0a9-fdbc7fbf7fb5,,,,Pause-Stop Notification
exchange,cfb3c498-9f99-4800-8a7b-078280ab479c,72f5118e-f1a9-4699-a0a9-fdbc7fbf7fb5,,,,Pause-Stop Notification
exchange,ba306852-f3c1-40d5-8164-e7e216497397,72f5118e-f1a9-4699-a0a9-fdbc7fbf7fb5,,,,Pause-Stop Notification
exchange,01060b20-93f7-47c4-b147-76f0179c1e90,0f483ba5-b912-467d-85cb-c7d278519e50,,,,Imposed Video Playing Status
exchange,3daead22-5959-46c8-b97d-553bfa048cdd,5f6cd196-8a51-49f5-b7ca-e13c352eb6f9,,,,Packetized Audio Stream
exchange,218682ca-b3b1-49ba-946f-cbf59a169751,a99e46e4-fc51-4c3c-9b87-89e04e130a62,,,,Packetized Audio Video Stream
exchange,1dba4c09-f51b-47db-9e69-a2e8e2c8639d,6bd23657-2b1a-42f6-81e3-2e59bcdd15c6,,,,Packetized Audio Stream
exchange,a490ab74-0d8f-44f5-9ce4-7a3874235e16,a597ef7f-19d4-4656-a1ae-dc6a90622261,,,,Stream Header
exchange,77588645-feb2-4c98-a043-d45761432acf,b15ebc2b-b166-4022-bc15-14f6066f8b42,,,,VOD Movie Data Request
exchange,8884252e-1db7-4419-9150-6a544f8e12b6,5b9082ec-31b5-4072-a30b-3398d3d63793,,,,VOD Movie Description Request
exchange,fbeb1e96-128e-49e9-8b3b-6c0724424313,f2b8c0df-14e6-414f-8e30-6babdefd5147,,,,VOD Movie List Request
exchange,3ab1eb98-2f61-417b-be5f-c31fef1abbc6,5d0ba8aa-17dd-4bd0-bf08-e6b350165c15,,,,Available VOD Movies List
exchange,61e5363b-9b25-4636-aa0f-81aa890dd7f8,ed52e281-4b73-458a-a754-09ffedafae95,,,,Movie Description
exchange,c66261d3-11e2-49e8-9440-83435c61c7dc,01922166-eca4-4552-b7bf-2ce5849146e5,,,,Movie Picture
exchange,c3fe51bf-3616-4fd3-af0f-afa536cb6360,ad41e710-3a13-40ca-b04d-8d877453d1ce,,,,Available Languages List
exchange,6d0100a3-1646-4fe9-8ee7-43f107384f5f,86c5e14e-7952-479a-9a97-4f1dcf899122,,,,VOD Movie Interruption Command
exchange,c24a2186-a2c9-4a7e-9c0e-424e38e93c14,823bd8e2-ea94-464e-a625-d1db99bed28a,,,,VOD Movie List Request
exchange,88f5f9ef-6670-4495-8fa0-85294027c5d1,234fd1b3-e8fb-40c4-a9c7-373aa913565f,,,,Imposed Video Selection Command
exchange,66871b36-e273-4b9b-9fb7-f86ab00be65e,2397abae-882b-4f4d-9d39-b255f2687620,,,,Available Imposed Video List
exchange,7ee867c0-a56a-42c9-aa8d-06ef91add4af,6bdf9f28-6ae4-4cc1-a681-9137880f1b7a,,,,Service Stored State
exchange,6750ef71-9cdf-4d69-9a7a-caf60065a04b,bc0ad6e9-a5ab-41eb-a880-2ea4635df713,,,,Service Status Request
exchange,70e193ad-32f0-49e4-949b-45053eba5c8f,b59eefe5-797d-41c4-893b-aa75aefc96a1,,,,Passenger Homepage Display Command
exchange,0209385f-1963-41bd-94f6-0fab86a65a91,9c17c4e4-c33b-4726-a705-5b26f7541e10,,,,VOD Service Activation Command
exchange,5786cf01-9321-49aa-8f25-022d1c600e33,54caca62-7ec3-4764-a64a-5aaab9747250,,,,Available Passenger Service Request
exchange,a8617529-d2ae-4ec4-8cd2-eb97f54f09b9,a36f1507-4b64-4293-8b43-c4e76177bcce,,,,Passenger Available Services List
exchange,5b8f1b5a-8b83-4b39-8b76-5d634668ae42,a36f1507-4b64-4293-8b43-c4e76177bcce,,,,Passenger Available Services List
exchange,df58bdad-683c-4f8d-bc7e-5df3bd5ca7d9,03a839ec-5719-4397-a3c7-905daed36739,,,,Service Deasctivation Command
exchange,76ed6a23-8268-4ef1-b017-dcc8cfa978e2,406befbd-573e-479e-b839-035a5d87c2ef,,,,Service Interruption Command
exchange,fd9b6cbe-a150-4eca-8674-8f0237265097,6b74285f-81a5-4213-a86b-66aae4fe8bbd,,,,Service Interruption Command
exchange,b10133d5-ef5b-4b4b-bedd-11e86b2c355d,648b872c-1bdd-4b2d-acd0-379fce38ce86,,,,VOD Movie Status
exchange,7828e3d7-d29f-4147-a02a-1fac8e5f86be,2c45a56b-91fa-43b7-994a-0cb89254dab3,,,,Service Interruption Command
exchange,a290721c-ce19-4899-8070-2df9a1dd4647,ebd60392-0235-4ce1-ac3c-795b82f6506b,,,,Audio Stream
exchange,4c4032c5-67b2-4cf0-b3c0-4a73c1974766,03448010-aee9-46d6-a4bb-8bdaeb269df5,,,,Audio Interruption Notification
exchange,a2e15cb9-a107-4f98-93b5-83c43c69f249,39181415-5117-4484-8b3d-9d2502d76692,,,,Displayed Imposed Video Description
exchange,a51712b9-d5d1-47fe-a3bb-7e9c14a650f6,977cc5d0-937a-4907-acb9-890d199d071d,,,,Displayed Audio Video
exchange,9390455f-c29b-490f-8628-b51c2c901faa,6a30f4e8-1977-4e8c-84e4-8406ad336c78,,,,Passenger Homepage Selection
exchange,2f162340-ca52-4838-82e9-5232866766ac,2b5f76fc-8e20-486e-a9ee-5ed5679d7848,,,,VOD Service Selection
exchange,9d3fce16-996c-4c6b-8da8-21962808f6cb,f080e12d-abaf-47c0-924c-d77fa6fa7b3f,,,,VOD Movie Play Command
exchange,391350bf-5570-4833-81fd-437c5289e2de,28f27523-cb5e-441c-8da2-92557e5e765f,,,,Media Files
exchange,cfedb1a1-5b1f-4d52-981c-2ac113dda60a,49f27eb4-a68d-4a56-872a-698b8efd280a,,,,Displayed Movies List
exchange,767ebb84-54ce-49ad-8ff6-b0fed5dd10f3,e18a66b6-dd5c-4b04-a047-3b0f9beeeb1e,,,,Audio Signal
exchange,4b0792b2-5e89-4beb-873c-c76df4584607,00275812-33af-4bf9-a241-0fc43e5af084,,,,Passenger Service Authorization Profile
exchange,7d60813d-f888-4f38-80d3-86f4a13a97db,68ef39ea-ae2e-4660-aa21-5febcff5976c,,,,Displayed Passenger Services List
exchange,0481c847-ee51-4f58-978d-6df70511d9a6,69eab9cf-d746-405f-be1c-72eb85bf8a10,,,,Displayed Available Languages
exchange,f64e00fa-91a9-4476-ac74-7b10561f24db,d8457f55-d830-43fe-9222-0c60b6a2435c,,,,Displayed Movie Description
exchange,df2469d4-6751-4cb6-b616-f1421db07035,46ba1204-0992-4ffc-9739-4a6a50fc6622,,,,VOD Movie Stop Command
exchange,9fd7de66-1e58-49d2-bc23-2042b2ed8e0b,24f7e363-1de6-41d0-9cfa-9eacabb62196,,,,Media Request
exchange,7c44c749-c66e-4fbe-b2ee-f18c03741219,b8ce9590-6f57-4778-9dc9-9f95766ce9e1,,,,Media Content Request
exchange,78869c33-b002-42da-a431-2f43b18d472f,d9fcde3a-7515-4ca1-b907-2f8fa3856094,,,,Imposed Video Data
exchange,5c2d7fc9-7b2d-4c0b-b9e6-39c321d8416a,c79c3f6e-5a4b-47ea-ac7a-0168539ae409,,,,Media Content Request
exchange,adf4e530-5c7c-4dba-95f7-731e086e1564,ac255cd7-14c8-4289-a072-bd6b166f8e0d,,,,VOD Movies List
exchange,c2ce5c06-fa05-4432-b4e2-dccce61ed9d3,b1c749d6-a0be-4290-91c1-9f455436e05c,,,,VOD Movie Data
exchange,5af16c6d-0031-4469-8078-55f2f3aa95c1,05762aae-3b7e-4b6b-912d-02997976dbaf,,,,Passenger VOD Service Activation
exchange,3d12db45-4b62-4183-8d19-50255e1e1936,1f31f671-ff1f-4a9c-ade6-95bc9f5ab26a,,,,Displayed Imposed Videos List
exchange,6eb9c221-e2a6-4089-9732-9ac7845d1e7c,409bd923-08c7-4757-92d4-71d2306d72a0,,,,VOD Movie Language Selection Command
exchange,c3d698ee-fa2e-46a2-86ed-6093c4f0bb08,4d97a6e9-9d65-45c6-8001-dce52df44a4d,,,,VOD Movie Selection Command
exchange,294efc47-a2ee-4360-af86-5997b4b15118,016e3f37-0fa5-4eb5-9dde-1ad8e0add758,,,,Digital Media
exchange,55e2e072-e14e-411c-b692-1d6946a1105d,5cfd52bf-4fe5-4abc-a63c-d09e03b04992,,,,IFE Operating Profile
exchange,4b9fcc04-dca7-4d37-aff2-8eb38bc4f027,371ad168-c5c7-43f7-bcd3-6d0331a3aa56,,,,Decompression Notification
exchange,f69d694d-8984-4459-91a0-528d20d821b1,fe83f69e-3b1d-4c26-ae4b-3d46ce069dc8,,,,Electrical Power Profile
exchange,ca059337-a84b-465c-a85d-2c12ca2fd676,ce410bbc-b015-47f7-9228-7ce6dd9460a7,,,,Displayed Video
exchange,3f0466f8-8122-44b0-87b8-61c195bde66d,95ffe104-c558-40a0-8bcf-ae7cb7c6f3d4,,,,Audio Announcement
exchange,69dfc6ec-64ae-4d2e-8589-ef5ea1b429fb,e18a66b6-dd5c-4b04-a047-3b0f9beeeb1e,,,,Audio Signal
exchange,4c653d71-de95-4a67-963f-69ed77895bed,575a3d6d-62ec-4ebd-b4e3-5a532ef4c654,,,,VOD Movie Stop Selection
exchange,e9eab652-737b-4d13-8960-0fb1c4a43715,8c49d811-8fa4-4bc2-9fee-67f90a72556e,,,,VOD Movie Play Selection
exchange,88aec256-9cbb-415d-8f43-278f059c85cb,fb75f445-21c6-438f-80af-c971c6a6b1fe,,,,VOD Movie Pause Selection
exchange,29d17e74-827f-4ff0-9ce8-2133378c7887,77c994fe-814c-4f97-a140-c1c53aa9c60a,,,,VOD Movie Language Selection
exchange,0944dc86-fd5b-42ed-aba2-0c7ee0ce5f99,32409033-8e8d-4dca-a9ad-5e25e99bd106,,,,VOD Movie Selection
exchange,e9922603-6efb-438f-b559-c56a528b92f0,fb42409e-7b38-4951-a21f-257448f35b5e,,,,VOD Movie Resume Command
exchange,e9961213-6c11-4ab7-a158-976d62a98196,b401dd9c-a0dc-4cdb-a48b-8c8d1ef160f5,,,,Displayed Imposed Video Playing Status
exchange,c3ce3646-080b-4f30-8b61-748dda47c389,f17d1840-57bf-47ca-86e0-e3a2fdeddc75,,,,Displayed Audio Interruption Screen
exchange,29281d72-e1d4-4f26-b78d-1c657a36fab8,68d57242-548d-41c4-879d-3a68de004e23,,,,Electrical Power Profile
exchange,fc9728ae-ab7b-4ff9-949d-63b082c60c25,a1277e72-90ac-45ef-82c6-84dd5009b55c,,,,Decompression Notificaton
exchange,b18f21aa-5e65-4740-8f22-ac0661fdb02c,3dc6a4f6-af6f-44e9-a2aa-61182b131341,,,,Imposed Video Play Selection
exchange,6d6577f7-4ae4-49e8-9c07-aab7af5c6505,3cb9c8c2-2fd3-40e8-ad4c-b7f584170310,,,,Imposed Video Pause Selection
exchange,067db067-addf-4764-88f7-d5a7aa41e09c,8a52f7f8-8952-4dc6-9076-7e5138ced5f4,,,,Imposed Video Stop Selection
exchange,1287de60-3ceb-4ad3-8ece-5306406bb769,46483a06-d71c-4b36-9295-6b1408f6ad0f,,,,Imposed Video List
exchange,7e5b7b63-c670-40c9-b655-c2afdce91c9c,ec6e9133-bad0-48dd-899a-15d9cca59f00,,,,Imposed Video Selection
exchange,eba05709-f182-41ed-801a-fe0e173bdb4b,6c9b3f09-ce19-4598-a98c-62c589553975,,,,Imposed Video Play Command
exchange,12022972-662f-4386-bfd7-b4708160a8a0,8c4d39e7-2bfe-49be-8b15-13fe66adb74b,,,,Imposed Video Pause Command
exchange,aaf69f5c-880b-4300-bbca-0800242ccac7,818dd0f9-e8ff-4d4b-8737-92c5ca41c5c6,,,,Imposed Video Stop Command
exchange,e6b181a4-f0b5-4228-9723-b3b07723db81,fac41245-a395-47f8-ae16-97ccec9ef9e9,,,,Audio Signal
exchange,37292878-12a2-416a-9965-295ac91fe143,60be30f4-42fb-49db-a655-03b4a263c95c,,,,Displayed Video
exchange,e19a8032-588d-4e53-86ad-fce3c3e9dc3d,cb346dbd-5582-47a9-938e-fe65c2d921b6,,,,Audio Stream
output,cfde8bb1-4df9-4573-a516-41df984ac753,da43a1c4-67b6-4082-971b-4efe8559539c,,,,
output,cfde8bb1-4df9-4573-a516-41df984ac753,e0654cac-e572-4ad1-a077-297f7fbf499a,,,,
output,cfde8bb1-4df9-4573-a516-41df984ac753,76e1c0e5-3567-4094-b84d-779b35388d9a,,,,
output,cfde8bb1-4df9-4573-a516-41df984ac753,9c0803a1-79f4-4d1d-a545-100f5b4bccc3,,,,
output,65787ee3-ab55-4200-91e3-d772a4ee3f28,841c77e2-381e-4594-a0a3-96add7a5f55e,,,,
output,4dbd5747-9662-4378-88cf-270b69ef3827,13cf5997-3a3b-42bf-a697-c3e24e7fbbe6,,,,
output,4dbd5747-9662-4378-88cf-270b69ef3827,68bd51f1-1da0-4eae-b4ef-5e306a9c1edc,,,,
output,4dbd5747-9662-4378-88cf-270b69ef3827,753b3eb0-f4ae-4c0a-aca6-cc1b542a6516,,,,
output,4dbd5747-9662-4378-88cf-270b69ef3827,d0a749de-3ab1-4881-ba99-e135c7e62d5f,,,,
output,4dbd5747-9662-4378-88cf-270b69ef3827,bfdaa97b-16fd-4673-97da-faac3c6e7b19,,,,
output,135e77a7-79ef-45e8-b138-67e283a14cdd,e12ce047-aae2-4904-bd89-8e20c17f7651,,,,
output,8f279b07-26aa-46f6-8c9a-2a132f0b1177,8ea7d204-dd52-4e80-b384-f4de886461c1,,,,
output,6b9e59a9-89f2-497e-a348-3aef80689e61,5cb257a9-5a0b-49dd-8fea-778c1f8d999b,,,,
output,9972b7a8-df8a-4626-b298-1dd0d19e451e,c4122b7e-b3d5-48ad-a61e-4cbdd25c5693,,,,
output,4d0046b4-4865-438d-b09b-fd95671db09b,c579a89a-99f8-4182-bcb6-da6193c3a682,,,,
output,5e0fff47-a1a5-4a13-867c-18348bd894af,5fbee0e5-cba5-47c2-84f5-d5050c91ccdd,,,,
output,d683afa5-907e-494d-8f35-e10db839feaf,aff54b9f-8e07-4837-965e-40802c6a3c86,,,,
output,d683afa5-907e-494d-8f35-e10db839feaf,0db6dc4a-07e3-4739-9f41-3d920f8c9a1f,,,,
output,d683afa5-907e-494d-8f35-e10db839feaf,5a47aa37-e709-4ad9-94d4-d37b6adcfc8b,,,,
output,d683afa5-907e-494d-8f35-e10db839feaf,8f3bc1a6-d7c3-4ce5-ac9b-5863f632ad89,,,,
output,d683afa5-907e-494d-8f35-e10db839feaf,86502274-bc12-47bb-b0db-366421844017,,,,
output,d683afa5-907e-494d-8f35-e10db839feaf,ed1b8881-5247-497e-a05f-26fd58edb4c0,,,,
output,a16d1d72-9db2-4554-af57-411b29793904,8204bf11-857f-41a2-8322-76f507e66926,,,,
output,b7244d6a-08ab-4455-bbd9-aa5f1bbc9b5b,7fdc1a1d-fdc3-45f9-bd24-8daf808cae98,,,,
output,2c453928-a098-4f8a-a1e6-fc545a2840d1,957f0421-6978-4fe0-a4e8-01ae172f783e,,,,
output,2c453928-a098-4f8a-a1e6-fc545a2840d1,24a53b80-4400-4a33-9ca3-bd6b7b8657bd,,,,
output,5e221dee-8dc7-4a29-9224-ab53fedb3995,70cf1f55-3d49-4817-b780-f92f72316f97,,,,
output,0a2099f5-2831-4beb-89ae-996a6f54d032,26c4a754-d576-46ce-812c-622b5de544bf,,,,
output,0a2099f5-2831-4beb-89ae-996a6f54d032,434e8728-2fd9-43d3-9413-8007c8a026b4,,,,
output,0a2099f5-2831-4beb-89ae-996a6f54d032,042c3342-a428-4d59-996e-7c0d3f729f1a,,,,
output,06b8dd9b-2199-4ad1-a9b2-229d1de1bb48,38aab4df-265a-4f66-8177-fac28b42c1f6,,,,
output,6e577fe5-ebd7-409e-b5de-b876fd689851,6b424ace-11b0-48bc-ba7c-bcafc5f9aab5,,,,
output,e1808524-dfa9-4883-a809-c44a87712d1b,6e7508dd-ef4d-4419-92bb-c2396201bfdb,,,,
output,e1808524-dfa9-4883-a809-c44a87712d1b,cd2b1637-f246-4eb1-ad60-b468c961c97e,,,,
output,e1808524-dfa9-4883-a809-c44a87712d1b,c3d87ee2-2493-47f9-a492-fa80bd355555,,,,
output,e1808524-dfa9-4883-a809-c44a87712d1b,5c426ed8-e3b9-46b5-a715-01e91c821b92,,,,
