FactType,Param1,Param2,AID,L,R,TID,const,label,name,owneeLowerMult,owneeUpperMult,ownerLowerMult,ownerUpperMult,returnType,static,type,typeID,visibility,visiblity
Field,_10_0EAPbeta2_8740266_1126078506468_832884_4643,,,,,,true,STATUS_LOANED,,,,,,,true,Integer,egiva_1022741650526_636953_381,,public
Field,_10_0EAPbeta2_8740266_1126078506468_527765_4644,,,,,,true,STATUS_DISCARDED,,,,,,,true,Integer,egiva_1022741650526_636953_381,,public
Field,_10_0EAPbeta2_8740266_1126078506468_583944_4645,,,,,,,description,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506468_902397_4646,,,,,,,category,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506468_266605_4647,,,,,,,keywords,,,,,,,,List,_10_0EAPbeta2_8740266_1126083768609_363665_4009,,private
Field,_10_0EAPbeta2_8740266_1126078506468_317327_4648,,,,,,,loanable,,,,,,,,Boolean,egiva_1022741650526_273107_357,,private
Field,_10_0EAPbeta2_8740266_1126078506468_891676_4649,,,,,,,registeredDate,,,,,,,,Date,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,private
Field,_10_0EAPbeta2_8740266_1126078506468_90320_4650,,,,,,,attributes,,,,,,,,Hashtable,_10_0EAPbeta2_8740266_1126506321203_321713_1,,private
Field,_10_0EAPbeta2_8740266_1126078506468_534044_4651,,,,,,true,ID,,,,,,,,Long,egiva_1022741650526_656159_237,,private
Field,_10_0EAPbeta2_8740266_1126078506453_394077_4615,,,,,,true,SCHEMA,,,,,,,true,AttributeSchema,_10_0EAPbeta2_8740266_1126078506421_856835_4485,,private
Field,_10_0EAPbeta2_8740266_1126078506468_815944_4632,,,,,,true,SCHEMA,,,,,,,true,AttributeSchema,_10_0EAPbeta2_8740266_1126078506421_856835_4485,,private
Field,_10_0EAPbeta2_8740266_1126078506437_514729_4567,,,,,,,country,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_58284_4568,,,,,,,region,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_888504_4569,,,,,,,city,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_51837_4570,,,,,,,postCode,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_810270_4571,,,,,,,address1,,,,,,,,Address,_10_0EAPbeta2_8740266_1126078506406_551104_4466,,private
Field,_10_0EAPbeta2_8740266_1126078506437_160701_4572,,,,,,,address2,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_929562_4537,,,,,,true,ID,,,,,,,,Long,egiva_1022741650526_656159_237,,private
Field,_10_0EAPbeta2_8740266_1126078506437_92031_4538,,,,,,,firstName,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_846037_4539,,,,,,,lastName,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_87197_4540,,,,,,,middleName,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_144937_4541,,,,,,,birthday,,,,,,,,Date,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,private
Field,_10_0EAPbeta2_8740266_1126078506437_952344_4542,,,,,,,email,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_32929_4543,,,,,,,phone,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_244095_4544,,,,,,,address,,,,,,,,Address,_10_0EAPbeta2_8740266_1126078506406_551104_4466,,private
Field,_10_0EAPbeta2_8740266_1126078506453_980788_4601,,,,,,true,userName,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506453_742412_4602,,,,,,,password,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_174233_4527,,,,,,,duties,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506437_623151_4528,,,,,,,startedWorking,,,,,,,,Date,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,private
Field,_10_0EAPbeta2_8740266_1126078506453_555856_4587,,,,,,,faculty,,,,,,,,String,egiva_1022741650526_984551_278,,private
Field,_10_0EAPbeta2_8740266_1126078506453_385212_4588,,,,,,,enteredFaculty,,,,,,,,Date,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,private
Field,_10_0EAPbeta2_8740266_1126078506453_185666_4589,,,,,,,subscriptionDate,,,,,,,,Date,_10_0EAPbeta2_8740266_1126079718593_382413_6142,,private
Field,_10_0EAPbeta2_8740266_1126078506421_844624_4515,,,,,,,status,,,,,,,,int,eee_1045467100323_917313_65,,private
Field,_10_0EAPbeta2_8740266_1126078506421_191355_4516,,,,,,true,STATUS_NORMAL,,,,,,,,int,eee_1045467100323_917313_65,,public
Field,_10_0EAPbeta2_8740266_1126078506421_38899_4517,,,,,,true,STATUS_SUSPENDED,,,,,,,,int,eee_1045467100323_917313_65,,public
Field,_10_0EAPbeta2_8740266_1126078506421_622675_4518,,,,,,true,STATUS_REMOVED,,,,,,,,int,eee_1045467100323_917313_65,,public
Field,_10_0EAPbeta2_8740266_1126516135640_845939_1126,,,,,,true,ID,,,,,,,,long,eee_1045467100323_784316_63,,private
FieldOf,_10_0EAPbeta2_8740266_1126078506453_598534_4625,10_0EAPbeta2_8740266_1126078506546_936356_4930,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506453_999302_4623,10_0EAPbeta2_8740266_1126078506546_773128_4916,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506468_336688_4630,10_0EAPbeta2_8740266_1126078506562_1618_4958,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506468_764613_4629,10_0EAPbeta2_8740266_1126078506562_707996_4953,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506453_254295_4627,10_0EAPbeta2_8740266_1126078506562_722604_4940,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506453_890700_4628,10_0EAPbeta2_8740266_1126078506562_501539_4945,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506453_890700_4628,10_0EAPbeta2_8740266_1126078506562_217811_4946,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506453_420208_4624,10_0EAPbeta2_8740266_1126078506546_295373_4927,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506453_595040_4626,10_0EAPbeta2_8740266_1126078506562_70468_4935,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_415921_4484,10_0EAPbeta2_8740266_1126078506500_219303_4684,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_856835_4485,10_0EAPbeta2_8740266_1126078506500_288728_4687,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_856835_4485,10_0EAPbeta2_8740266_1126078506500_472616_4688,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_856835_4485,10_0EAPbeta2_8740266_1126078506500_799175_4689,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_856835_4485,10_0EAPbeta2_8740266_1126078506500_524580_4690,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_856835_4485,10_0EAPbeta2_8740266_1126078506500_983543_4691,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_856835_4485,10_0EAPbeta2_8740266_1126078506500_652450_4692,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_575155_4481,10_0EAPbeta2_8740266_1126078506468_388839_4635,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_653760_4475,10_0EAPbeta2_8740266_1126078506453_587658_4618,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_304866_4639,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_330667_4640,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_779418_4641,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_419584_4642,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_832884_4643,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_527765_4644,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_583944_4645,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_902397_4646,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_266605_4647,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_317327_4648,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_891676_4649,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_90320_4650,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_534044_4651,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_455898_4652,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_418534_4482,10_0EAPbeta2_8740266_1126078506468_614223_4653,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_134970_4473,10_0EAPbeta2_8740266_1126078506453_394077_4615,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506421_594074_4480,10_0EAPbeta2_8740266_1126078506468_815944_4632,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_625214_4461,10_0EAPbeta2_8740266_1126078506421_844624_4515,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_625214_4461,10_0EAPbeta2_8740266_1126078506421_191355_4516,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_625214_4461,10_0EAPbeta2_8740266_1126078506421_38899_4517,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_625214_4461,10_0EAPbeta2_8740266_1126078506421_622675_4518,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_625214_4461,10_0EAPbeta2_8740266_1126078506421_513888_4519,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_551104_4466,10_0EAPbeta2_8740266_1126078506437_514729_4567,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_551104_4466,10_0EAPbeta2_8740266_1126078506437_58284_4568,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_551104_4466,10_0EAPbeta2_8740266_1126078506437_888504_4569,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_551104_4466,10_0EAPbeta2_8740266_1126078506437_51837_4570,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_551104_4466,10_0EAPbeta2_8740266_1126078506437_810270_4571,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_551104_4466,10_0EAPbeta2_8740266_1126078506437_160701_4572,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_929562_4537,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_92031_4538,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_846037_4539,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_87197_4540,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_144937_4541,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_952344_4542,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_32929_4543,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_759352_4463,10_0EAPbeta2_8740266_1126078506437_244095_4544,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_985296_4470,10_0EAPbeta2_8740266_1126078506453_980788_4601,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_985296_4470,10_0EAPbeta2_8740266_1126078506453_742412_4602,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_278896_4471,10_0EAPbeta2_8740266_1126078506453_893011_4607,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_969603_4462,10_0EAPbeta2_8740266_1126078506437_174233_4527,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_969603_4462,10_0EAPbeta2_8740266_1126078506437_623151_4528,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_969603_4462,10_0EAPbeta2_8740266_1126078506437_442401_4529,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_435892_4467,10_0EAPbeta2_8740266_1126078506453_555856_4587,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_435892_4467,10_0EAPbeta2_8740266_1126078506453_385212_4588,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_435892_4467,10_0EAPbeta2_8740266_1126078506453_185666_4589,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126078506406_435892_4467,10_0EAPbeta2_8740266_1126078506453_960600_4590,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779890_82916_874,10_0EAPbeta2_8740266_1126081779921_569143_923,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779890_82916_874,10_0EAPbeta2_8740266_1126081779921_980862_924,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126081779921_406389_894,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126081779921_771167_891,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126081779921_983817_895,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126516135640_589604_1123,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126516135640_430384_1124,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126516135640_896532_1125,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_694366_861,10_0EAPbeta2_8740266_1126516135640_845939_1126,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_140810_870,10_0EAPbeta2_8740266_1126081779921_981331_918,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_140810_870,10_0EAPbeta2_8740266_1126081779921_621479_917,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_939002_863,10_0EAPbeta2_8740266_1126081779921_88263_904,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_939002_863,10_0EAPbeta2_8740266_1126081779921_664115_906,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_939002_863,10_0EAPbeta2_8740266_1126081779921_486158_907,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_939002_863,10_0EAPbeta2_8740266_1126081779921_549878_903,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_939002_863,10_0EAPbeta2_8740266_1126081779921_965108_909,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_939002_863,10_0EAPbeta2_8740266_1126589537703_212293_1152,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_953358_867,10_0EAPbeta2_8740266_1126081779921_323187_911,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_953358_867,10_0EAPbeta2_8740266_1126081779921_966365_912,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_953358_867,10_0EAPbeta2_8740266_1126515966484_974331_1118,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_50460_869,10_0EAPbeta2_8740266_1126081779921_596633_913,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_50460_869,10_0EAPbeta2_8740266_1126081779921_216171_915,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_50460_869,10_0EAPbeta2_8740266_1126081779921_199408_916,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_50460_869,10_0EAPbeta2_8740266_1126081779921_173383_914,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_181240_860,10_0EAPbeta2_8740266_1126081779921_78510_886,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_181240_860,10_0EAPbeta2_8740266_1126081779921_965476_889,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_181240_860,10_0EAPbeta2_8740266_1126081779921_530717_890,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_181240_860,10_0EAPbeta2_8740266_1126081779921_693981_887,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126081779921_26250_898,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126081779921_302121_900,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126081779921_453470_901,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126515644718_92768_1098,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126515693312_29094_1100,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126515702062_871611_1102,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779875_552604_862,10_0EAPbeta2_8740266_1126515707625_33220_1104,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779890_628535_872,10_0EAPbeta2_8740266_1126081779921_903569_920,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779890_628535_872,10_0EAPbeta2_8740266_1126081779921_80090_921,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779890_628535_872,10_0EAPbeta2_8740266_1126081779921_274383_919,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779890_628535_872,10_0EAPbeta2_8740266_1126081779921_466809_922,,,,,,,,,,,,,,,,,
FieldOf,_10_0EAPbeta2_8740266_1126081779906_248487_879,10_0EAPbeta2_8740266_1126081779921_266547_926,,,,,,,,,,,,,,,,,
Method,_10_0EAPbeta2_8740266_1126078506515_805551_4719,,,,,,,,getCustomerReservations,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_127363_4720,,,,,,,,loanItems,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_511943_4721,,,,,,,,openCustomerData,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_235535_4722,,,,,,,,closeCustomerData,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_381006_4723,,,,,,,,markItemsLoaned,,,,,,,,,private,
Method,_10_0EAPbeta2_8740266_1126078506515_926783_4706,,,,,,,,getUserIdentifier,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_700851_4707,,,,,,,,loadUserData,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_512602_4708,,,,,,,,getUserData,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_137352_4709,,,,,,,,invalidate,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_741431_4710,,,,,,,,login,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_652277_4711,,,,,,,,searchForItems,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_640020_4712,,,,,,,,getItemDetails,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_873260_4713,,,,,,,,reserveItem,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_217211_4714,,,,,,,,logout,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506515_425396_4715,,,,,,,,startUserSession,,,,,,,,,private,
Method,_10_0EAPbeta2_8740266_1126078506515_561380_4716,,,,,,,,addCustomerToItemReservations,,,,,,,,,private,
Method,_10_0EAPbeta2_8740266_1126078506515_257387_4717,,,,,,,,endUserSession,,,,,,,,,private,
Method,_10_0EAPbeta2_8740266_1126078506546_963_4908,,,,,,,,visit,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_737065_4909,,,,,,,,visit1,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_78378_4910,,,,,,,,visit2,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_532406_4911,,,,,,,,visit3,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_625750_4912,,,,,,,,visit4,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_563023_4913,,,,,,,,visit5,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_126166_4914,,,,,,,,visit6,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_915753_4931,,,,,,,,setValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_596655_4932,,,,,,,,getValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_334087_4933,,,,,,,,accept,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_709633_4934,,,,,,,,ImageAttribute,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_488181_4917,,,,,,,,getValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_363770_4918,,,,,,,,setValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_260489_4919,,,,,,,,accept,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_341202_4920,,,,,,,,StringAttribute,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_992055_4959,,,,,,,,setValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_84475_4960,,,,,,,,getValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_918625_4961,,,,,,,,accept,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_670840_4962,,,,,,,,URLAttribute,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_990542_4954,,,,,,,,getValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_609153_4955,,,,,,,,setValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_29389_4956,,,,,,,,accept,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_377270_4957,,,,,,,,TextAttribute,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_909273_4941,,,,,,,,setValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_665075_4942,,,,,,,,getValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_505626_4943,,,,,,,,accept,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_954426_4944,,,,,,,,NumberAttribute,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_861922_4947,,,,,,,,setValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_34791_4948,,,,,,,,getValue,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_752778_4949,,,,,,,,setEncoding,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_991114_4950,,,,,,,,getEncoding,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_248160_4951,,,,,,,,accept,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506562_70719_4952,,,,,,,,MediaAttribute,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_460848_4928,,,,,egiva_1022741650526_326206_290,,,accept,,,,,Void,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_487058_4901,,,,,,,,visit,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_281260_4902,,,,,,,,visit1,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_216163_4903,,,,,,,,visit2,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_107125_4904,,,,,,,,visit3,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_830542_4905,,,,,,,,visit4,,,,,,,,,public,
Method,_10_0EAPbeta2_8740266_1126078506546_82513_4906,,,,,,,,visit5,,,,,,,,,public,
